Product Name,File Path,Config file name,Type,Search Provider Used,Content Delivery (CD),Content Management (CM),Processing,CM + Processing,Reporting,Reporting Client
Marketing Foundation,\website\App_Config\Include,Sitecore.Xdb.Remote.Client.config.disabled,config,,Disable,Disable,Disable,Disable,Disable,Enable
Marketing Foundation,\website\App_Config\Include,Sitecore.Xdb.Remote.Client.MarketingAssets.config.disabled,config,,Disable,Disable,Disable,Disable,Disable,Enable
Marketing Foundation,\website\App_Config\Include,Sitecore.Xdb.Remote.Server.config.disabled,config,,Disable,Disable,Disable,Disable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Xdb.Remote.Server.MarketingAssets.config.disabled,config,,Disable,Disable,Disable,Disable,Enable,n/a
Platform,\website\App_Config\Include,SitecoreSettings.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include,SiteDefinition.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include,SwitchingManagers.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include,WebDeploy.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include,XslExtension.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.DeviceDetection.CheckInitialization.config.disabled,config,,Disable,Disable,Enable,Enable,Disable,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.DeviceDetection.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.GeoIp.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.GeoIp.LegacyLocation.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include\Channel,Sitecore.Analytics.Channel.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.ApplicationDependencies.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Client.RulePerformance.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Intelligence.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Lucene.IndexConfiguration.config,config,Lucene is used,Disable,Enable,Enable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Mvc.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.PreemptiveScreenshot.config.disabled,config,,Disable,Enable,Disable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Processing.Aggregation.config,config,,Disable,Disable,Enable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Solr.IndexConfiguration.config.disabled,config,Solr is used,Disable,Enable,Enable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Azure.IndexConfiguration.config.disabled,config,Azure is used,Disable,Enable,Enable,Enable,Disable,n/a
Experience Analytics,\website\App_Config\Include\,Sitecore.ExperienceAnalytics.config,config,,Disable,Enable,Enable,Enable,Enable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.Aggregation.config,config,,Disable,Disable,Enable,Enable,Disable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.Client.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.Reduce.config,config,,Disable,Disable,Disable,Disable,Enable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.StorageProviders.config,config,,Disable,Disable,Enable,Enable,Enable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.WebAPI.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.ReAggregation.config.disabled,config,,Disable,Disable,Enable,Enable,Enable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.ReAggregation.Scheduling.config.disabled,config,,Disable,Disable,Disable,Disable,Enable,n/a
Experience Profile,\website\App_Config\Include\ExperienceProfile,Sitecore.ExperienceProfile.Client.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Experience Profile,\website\App_Config\Include\ExperienceProfile,Sitecore.ExperienceProfile.config,config,,Disable,Enable,Disable,Enable,Enable,n/a
Experience Profile,\website\App_Config\Include\ExperienceProfile,Sitecore.ExperienceProfile.Reporting.config,config,,Disable,Enable,Disable,Enable,Enable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Bundle.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Lucene.DomainsSearch.DefaultIndexConfiguration.config,config,Lucene is used,Enable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Lucene.DomainsSearch.Index.Master.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Lucene.DomainsSearch.Index.Web.config,config,Lucene is used,Enable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Solr.DomainsSearch.DefaultIndexConfiguration.config.disabled,config,Solr is used,Enable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Solr.DomainsSearch.Index.Master.config.disabled,config,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Solr.DomainsSearch.Index.Web.config.disabled,config,Solr is used,Enable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Speak.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Azure.DomainsSearch.DefaultIndexConfiguration.config.disabled,config,Azure is used,Enable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Azure.DomainsSearch.Index.Master.config.disabled,config,Azure is used,Disable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Azure.DomainsSearch.Index.Web.config.disabled,config,Azure is used,Enable,Enable,Disable,Enable,Disable,n/a
Platform - Language Fallback,\website\App_Config\Include\,Sitecore.LanguageFallback.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Client.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.DisableListLocking.config.disabled,config,,Disable,Enable,Disable,Disable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Lucene.Index.List.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Lucene.IndexConfiguration.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Services.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Solr.Index.List.config.disabled,config,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Solr.IndexConfiguration.config.disabled,config,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Azure.Index.List.config.disabled,config,Azure is used,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Azure.IndexConfiguration.config.disabled,config,Azure is used,Disable,Enable,Disable,Enable,Disable,n/a
Campaign Creation Tool,\website\App_Config\Include\Marketing,Sitecore.Marketing.Campaigns.Client.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Campaign Creation Tool,\website\App_Config\Include\Marketing,Sitecore.Marketing.Campaigns.Services.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
